Seed Ini,Seed End,AER,STD,TL %,New states %,Seen states %,STD %
0,25,-273.0,-3.1,32,3.74,0.003,82.7901
25,50,-277.2,-2.0,31,4.04,0.004,90.005
50,75,-277.8,-2.2,31,0.0,0.0046,85.6661
75,100,-228.6,38.4,42,0.0,0.0049,302.8295
100,125,-225.5,28.8,42,0.01,0.0052,209.3772
125,150,-228.2,42.3,42,0.19,0.0055,329.9362
150,175,-264.7,-7.6,33,0.38,0.0058,68.948
175,200,-237.4,48.6,41,1.34,0.006,383.3341
200,225,-215.6,32.7,44,1.07,0.0062,224.1491
225,250,-232.0,38.2,41,1.39,0.0064,287.3729
250,275,-239.5,45.1,40,1.47,0.0064,435.179
275,300,-240.4,18.5,39,0.01,0.0065,191.367
300,325,-215.2,41.7,45,0.0,0.0065,265.7908
325,350,-223.7,39.8,43,0.01,0.0066,257.045
350,375,-225.0,30.3,43,0.0,0.0068,226.7426
375,400,-225.8,43.8,43,3.78,0.007,318.1928
400,425,-238.7,37.0,40,2.99,0.0071,267.4759
425,450,-276.9,-12.5,31,0.3,0.0071,33.5654
450,475,-231.8,37.3,41,1.45,0.0072,305.6692
475,500,-218.4,44.9,45,2.78,0.0072,311.0161
