Seed Ini,Seed End,AER,STD,TL %,New states %,Seen states %,STD %
0,25,-25.2,21.4,58,45.75,0.0008,613.4669
25,50,-1.0,13.2,98,13.64,0.0009,432.9752
50,75,7.6,9.0,112,7.46,0.0011,274.3409
75,100,-13.3,13.3,78,29.59,0.0012,354.8882
100,125,1.5,11.4,102,5.26,0.0013,401.9511
125,150,-9.8,14.6,84,2.33,0.0014,478.4337
150,175,-2.9,15.5,95,4.01,0.0015,404.5907
175,200,-4.9,13.4,92,5.1,0.0015,433.598
200,225,-3.6,14.4,94,1.15,0.0016,434.4535
225,250,-1.9,13.3,96,1.42,0.0017,386.027
250,275,-7.2,16.5,88,2.73,0.0017,499.8338
275,300,9.0,8.7,114,0.59,0.0017,343.7178
300,325,-0.4,11.9,99,2.05,0.0018,366.1294
325,350,-3.2,14.4,94,2.7,0.0018,444.514
350,375,-1.8,11.8,97,3.23,0.0019,399.9349
375,400,0.3,14.9,100,2.9,0.0019,421.9652
400,425,-1.8,11.8,97,1.52,0.002,333.5702
425,450,-8.4,14.5,86,4.3,0.002,423.3281
450,475,-5.9,16.0,90,1.16,0.002,445.2717
475,500,-8.4,12.4,86,2.6,0.0021,332.2195
