Seed Ini,Seed End,AER,STD,TL %,New states %,Seen states %,STD %
0,25,-36.5,33.0,86,14.34,0.001,208.697
25,50,-14.9,5.2,94,3.93,0.0013,116.0867
50,75,-48.1,30.5,83,7.55,0.0015,269.1527
75,100,-17.6,9.9,93,2.62,0.0016,140.8318
100,125,-30.9,7.4,88,2.86,0.0017,128.9207
125,150,-31.0,11.4,88,3.91,0.0018,142.9582
150,175,-26.4,21.6,90,5.27,0.0019,187.0642
175,200,-31.7,12.6,88,2.57,0.002,144.688
200,225,-40.6,17.7,85,3.73,0.0021,184.7032
225,250,-43.7,19.6,84,6.17,0.0022,174.4637
250,275,-22.7,0.5,91,2.66,0.0022,101.4515
275,300,-8.8,-3.3,96,2.41,0.0023,90.8776
300,325,-45.9,21.2,83,5.85,0.0024,173.346
325,350,-8.2,-11.2,96,1.77,0.0025,73.3728
350,375,-23.3,7.9,91,1.06,0.0026,124.8139
375,400,-4.0,-17.7,98,1.5,0.0027,56.4408
400,425,-38.3,10.5,86,2.01,0.0027,138.4945
425,450,-17.5,8.6,93,2.69,0.0028,120.9679
450,475,-19.2,8.5,92,1.2,0.0028,132.095
475,500,-15.0,-3.6,94,2.31,0.0029,90.4109
