Seed Ini,Seed End,AER,STD,TL %,New states %,Seen states %,STD %
0,25,-272.8,-30.6,0,0.0,0.0038,0.0
25,50,-275.5,-24.0,0,0.0,0.0048,0.0
50,75,-267.1,-33.0,0,0.0,0.0061,0.0
75,100,-267.0,-37.5,0,0.0,0.0069,0.0
100,125,-261.5,-39.5,0,0.0,0.0075,0.0
125,150,-278.2,-26.1,0,0.0,0.0078,0.0
150,175,-271.3,-28.2,0,0.0,0.0083,0.0
175,200,-260.5,-38.9,0,0.0,0.0087,0.0
200,225,-267.6,-32.5,0,0.0,0.0094,0.0
225,250,-260.3,-36.3,0,0.0,0.0101,0.0
250,275,-274.2,-29.0,0,0.0,0.0105,0.0
275,300,-263.9,-39.5,0,0.0,0.0107,0.0
300,325,-278.0,-29.4,0,0.0,0.0109,0.0
325,350,-272.1,-35.6,0,0.0,0.011,0.0
350,375,-276.0,-24.9,0,0.0,0.0112,0.0
375,400,-256.5,-45.3,0,0.0,0.0114,0.0
400,425,-271.5,-34.1,0,0.0,0.0116,0.0
425,450,-263.1,-36.2,0,0.0,0.0118,0.0
450,475,-270.4,-25.5,0,0.0,0.012,0.0
475,500,-262.9,-38.6,0,0.0,0.0122,0.0
