Seed Ini,Seed End,AER,STD,TL %,New states %,Seen states %,STD %
0,25,-65.0,50.2,77,17.1,0.0011,316.7368
25,50,-42.2,27.4,83,12.02,0.0017,173.8388
50,75,-69.6,38.1,74,15.06,0.002,215.3694
75,100,-27.9,16.6,89,5.4,0.0024,145.9708
100,125,-58.1,37.3,78,9.39,0.0026,214.9554
125,150,-53.2,25.6,80,5.6,0.0028,180.5484
150,175,-35.9,29.9,86,8.11,0.003,187.3065
175,200,-65.9,23.4,76,10.68,0.0031,175.853
200,225,-51.9,33.6,81,7.98,0.0033,230.3949
225,250,-41.0,30.2,84,4.68,0.0035,198.0185
250,275,-59.3,40.1,77,4.98,0.0037,218.569
275,300,-46.5,28.0,82,8.89,0.0038,180.4579
300,325,-36.6,27.4,86,5.94,0.0039,184.2496
325,350,-42.7,38.3,83,3.95,0.0041,207.6599
350,375,-18.3,-1.8,92,2.04,0.0042,96.0347
375,400,-43.9,27.3,83,4.86,0.0043,188.7908
400,425,-39.9,18.8,85,3.63,0.0044,155.4485
425,450,-48.6,36.3,82,1.63,0.0044,292.7434
450,475,-30.0,25.5,88,1.63,0.0046,169.0825
475,500,-52.0,23.0,80,4.86,0.0047,169.8575
