Seed Ini,Seed End,AER,STD,TL %,New states %,Seen states %,STD %
0,25,-272.2,-30.9,0,1.0,0.0002,0.0
25,50,-272.5,-30.7,0,1.95,0.0003,0.0
50,75,-262.9,-36.9,0,0.0,0.0004,0.0
75,100,-257.0,-44.5,0,1.23,0.0005,0.0
100,125,-264.8,-36.7,0,0.24,0.0006,0.935
125,150,-272.9,-27.3,0,0.0,0.0006,0.0
150,175,-280.3,-26.0,0,1.43,0.0006,0.0
175,200,-265.4,-37.5,0,0.14,0.0007,0.0
200,225,-269.7,-28.3,0,0.0,0.0007,0.0
225,250,-255.5,-44.6,0,0.0,0.0008,0.0
250,275,-259.8,-35.6,0,0.0,0.0008,0.0
275,300,-262.9,-35.7,0,0.0,0.0009,0.0
300,325,-265.7,-33.2,0,0.0,0.0009,0.0
325,350,-270.6,-28.5,0,0.0,0.0009,0.0
350,375,-272.1,-34.8,0,0.0,0.0009,0.0
375,400,-267.5,-33.0,0,0.0,0.0009,0.0
400,425,-265.3,-42.7,0,0.0,0.001,0.0
425,450,-271.9,-26.1,0,0.0,0.001,0.0
450,475,-264.9,-37.9,0,0.0,0.001,0.0
475,500,-269.5,-28.3,0,0.03,0.001,0.0
