Seed Ini,Seed End,AER,STD,TL %,New states %,Seen states %,STD %
0,25,-28.5,18.0,53,46.13,0.0008,428.4989
25,50,-18.7,17.1,69,36.25,0.001,516.1595
50,75,2.4,13.9,103,7.75,0.0011,430.1616
75,100,10.0,5.5,116,4.4,0.0012,219.8308
100,125,7.9,7.0,112,4.26,0.0013,257.5607
125,150,10.4,7.5,116,1.98,0.0014,293.4089
150,175,8.9,8.5,114,3.62,0.0015,303.0525
175,200,11.2,5.2,118,4.09,0.0015,217.2378
200,225,3.6,12.3,105,1.49,0.0016,428.8957
225,250,12.9,5.3,121,0.65,0.0017,201.4217
250,275,5.1,11.0,108,3.8,0.0017,370.0805
275,300,6.6,8.3,110,2.63,0.0018,253.3694
300,325,11.7,3.2,118,0.16,0.0018,171.045
325,350,7.1,8.6,111,0.79,0.0019,283.2246
350,375,8.8,9.8,113,2.48,0.0019,360.7958
375,400,13.0,4.3,120,0.56,0.002,202.7242
400,425,11.3,5.9,118,1.31,0.002,247.3555
425,450,12.8,7.1,120,0.1,0.002,256.4213
450,475,15.0,6.1,124,0.41,0.0021,231.1894
475,500,12.1,5.7,119,0.71,0.0021,245.5222
