Seed Ini,Seed End,AER,STD,TL %,New states %,Seen states %,STD %
0,25,-142.1,27.3,64,1.88,0.0008,224.4976
25,50,-272.5,4.2,32,22.59,0.001,122.3498
50,75,-275.4,-10.8,31,25.41,0.0013,49.0921
75,100,-251.1,20.9,37,24.38,0.0015,199.9976
100,125,-252.6,18.5,37,25.29,0.0016,187.0614
125,150,-270.9,5.9,33,29.5,0.0017,140.6649
150,175,-259.2,12.2,35,28.65,0.0018,171.7425
175,200,-264.5,2.9,34,0.05,0.0019,116.4926
200,225,-249.6,6.6,36,1.23,0.0021,123.5659
225,250,-257.5,10.4,36,0.01,0.0021,167.0973
250,275,-165.6,45.1,58,0.01,0.0022,297.7959
275,300,-170.2,59.7,57,0.13,0.0023,386.219
300,325,-187.3,54.2,53,0.04,0.0023,405.0025
325,350,-115.0,30.1,71,0.0,0.0023,238.7682
350,375,-128.5,44.1,67,0.0,0.0024,298.8931
375,400,-151.6,56.9,62,0.0,0.0024,499.6426
400,425,-126.2,36.4,68,0.0,0.0024,278.2698
425,450,-107.5,25.2,72,0.0,0.0025,209.044
450,475,-120.2,39.5,69,0.1,0.0025,278.6046
475,500,-142.1,36.9,63,1.12,0.0025,274.7605
