Seed Ini,Seed End,AER,STD,TL %,New states %,Seen states %,STD %
0,25,7.2,30.8,101,3.27,0.0006,206.4438
25,50,35.5,14.2,109,1.34,0.0007,155.1737
50,75,20.0,30.5,104,3.23,0.0008,314.7668
75,100,48.6,-6.0,112,0.41,0.0009,73.7209
100,125,38.8,0.6,109,0.0,0.0009,103.4403
125,150,31.6,11.6,107,1.1,0.001,177.6321
150,175,54.2,-15.3,113,0.03,0.001,32.5541
175,200,41.2,-10.0,110,0.0,0.0011,49.203
200,225,47.2,-10.7,111,0.06,0.0011,38.7261
225,250,33.5,1.8,108,0.18,0.0011,108.7547
250,275,19.0,29.9,104,3.69,0.0012,257.466
275,300,35.9,-2.9,108,0.03,0.0013,85.653
300,325,42.4,-4.9,110,0.01,0.0013,74.9906
325,350,40.2,2.4,110,0.05,0.0014,108.4297
350,375,42.0,-3.8,110,0.0,0.0014,76.3034
375,400,52.4,-18.7,113,0.0,0.0014,34.3722
400,425,43.2,0.6,110,0.0,0.0014,103.5683
425,450,36.9,2.5,109,0.0,0.0014,118.109
450,475,36.1,4.9,108,0.0,0.0015,129.3675
475,500,31.9,8.0,107,0.0,0.0015,159.7723
