Seed Ini,Seed End,AER,STD,TL %,New states %,Seen states %,STD %
0,25,-50.5,56.5,87,10.69,0.0001,625.1688
25,50,-14.8,12.0,96,3.61,0.0002,167.5474
50,75,-33.3,38.2,91,8.08,0.0002,289.7315
75,100,-35.3,43.6,91,6.43,0.0003,359.962
100,125,-26.6,34.7,93,6.75,0.0003,266.9459
125,150,-17.1,22.3,95,3.3,0.0003,248.7301
150,175,-13.8,12.7,96,3.14,0.0003,177.1607
175,200,-21.2,20.1,94,4.62,0.0003,193.0895
200,225,-17.8,17.0,95,3.32,0.0003,181.0029
225,250,-28.5,31.7,92,3.98,0.0004,281.6412
250,275,-21.8,24.3,94,3.4,0.0004,257.9547
275,300,-13.0,4.5,96,1.63,0.0004,119.7434
300,325,-29.8,32.7,92,4.36,0.0004,266.6877
325,350,-23.3,26.2,94,2.55,0.0004,267.8709
350,375,0.0,6.2,100,0.25,0.0004,123.7165
375,400,-9.2,10.3,97,0.51,0.0004,163.6402
400,425,-10.5,8.2,97,1.25,0.0004,142.3992
425,450,-15.0,10.5,96,0.98,0.0004,148.4503
450,475,-17.0,14.1,95,0.8,0.0004,188.4892
475,500,-21.3,16.8,94,2.05,0.0005,177.4159
