Seed Ini,Seed End,AER,STD,TL %,New states %,Seen states %,STD %
0,25,-263.8,-36.9,0,0.0,0.0003,0.0
25,50,-266.4,-36.8,0,0.0,0.0004,0.0
50,75,-271.0,-37.8,0,0.0,0.0005,0.0
75,100,-268.9,-33.6,0,0.0,0.0005,0.0
100,125,-267.1,-34.7,0,0.0,0.0006,0.0
125,150,-268.3,-34.3,0,0.0,0.0006,0.0
150,175,-267.9,-35.4,0,0.0,0.0007,0.0
175,200,-274.1,-29.9,0,0.0,0.0007,0.0
200,225,-266.9,-40.1,0,0.0,0.0007,0.0
225,250,-267.2,-34.8,0,0.0,0.0008,0.0
250,275,-264.5,-33.0,0,0.0,0.0008,0.0
275,300,-264.3,-33.1,0,0.0,0.0008,0.0
300,325,-273.9,-25.0,0,0.0,0.0009,0.0
325,350,-275.0,-31.3,0,0.0,0.0009,0.0
350,375,-264.1,-37.5,0,0.0,0.0009,0.0
375,400,-282.0,-25.3,0,0.0,0.001,0.0
400,425,-265.7,-38.7,0,0.0,0.001,0.0
425,450,-263.6,-43.8,0,0.0,0.001,0.0
450,475,-267.2,-31.0,0,0.0,0.001,0.0
475,500,-269.8,-33.9,0,0.0,0.001,0.0
