Seed Ini,Seed End,AER,STD,TL %,New states %,Seen states %,STD %
0,25,-274.3,-36.1,0,0.0,0.0037,0.0
25,50,-270.9,-37.4,0,0.0,0.0047,0.0
50,75,-260.4,-37.8,0,0.0,0.0055,0.0
75,100,-276.8,-22.5,0,0.0,0.0062,0.0
100,125,-270.7,-30.9,0,0.0,0.007,0.0
125,150,-271.0,-30.0,0,0.0,0.0075,0.0
150,175,-277.2,-24.1,0,0.0,0.0078,0.0
175,200,-263.4,-35.1,0,0.0,0.0083,0.0
200,225,-282.7,-21.7,0,0.0,0.0086,0.0
225,250,-273.5,-34.8,0,0.0,0.0093,0.0
250,275,-269.7,-35.3,0,0.0,0.0096,0.0
275,300,-261.7,-39.2,0,0.0,0.01,0.0
300,325,-265.9,-37.8,0,0.0,0.0103,0.0
325,350,-264.0,-36.1,0,0.0,0.0109,0.0
350,375,-260.6,-36.7,0,0.0,0.0112,0.0
375,400,-276.7,-25.0,0,0.0,0.0114,0.0
400,425,-263.2,-34.5,0,0.0,0.0118,0.0
425,450,-271.4,-32.3,0,0.0,0.012,0.0
450,475,-264.6,-38.3,0,0.0,0.0121,0.0
475,500,-278.4,-26.4,0,0.0,0.0122,0.0
