Seed Ini,Seed End,AER,STD,TL %,New states %,Seen states %,STD %
0,25,-273.6,-27.5,0,0.0,0.0013,0.0
25,50,-277.6,-23.4,0,0.0,0.0018,0.0
50,75,-277.9,-27.0,0,0.0,0.0021,0.0
75,100,-269.3,-30.2,0,0.0,0.0025,0.0
100,125,-275.8,-23.3,0,0.0,0.0027,0.0
125,150,-260.8,-35.1,0,0.0,0.003,0.0
150,175,-274.5,-26.6,0,0.01,0.0031,0.0
175,200,-269.6,-34.5,0,0.0,0.0033,0.0
200,225,-257.3,-40.0,0,0.0,0.0035,0.0
225,250,-276.5,-27.6,0,0.0,0.0036,0.0
250,275,-272.1,-29.0,0,0.02,0.0038,0.0
275,300,-268.5,-28.9,0,0.0,0.0039,0.0
300,325,-274.7,-30.1,0,1.18,0.004,0.0
325,350,-269.7,-28.4,0,0.0,0.0041,0.0
350,375,-271.1,-31.8,0,0.0,0.0042,0.0
375,400,-276.4,-27.7,0,0.0,0.0042,0.0
400,425,-273.5,-32.9,0,0.0,0.0043,0.0
425,450,-270.1,-37.9,0,0.0,0.0044,0.0
450,475,-270.6,-36.8,0,0.0,0.0045,0.0
475,500,-274.7,-25.2,0,0.0,0.0046,0.0
